geoid,adj_white,adj_black,adj_asian,adj_other,adj_pop,parent_geoid,true_pop,white,black,asian,other,epsilon
17001,62868,2331,441,1463,67103,17,67103,62868,2331,441,1463,17.0
17003,5018,2915,16,289,8238,17,8238,5018,2915,16,289,17.0
17005,16143,1080,68,477,17768,17,17768,16143,1080,68,477,17.0
17007,45723,1064,687,6691,54165,17,54165,45724,1064,686,6691,17.0
17009,5276,1280,16,365,6937,17,6937,5276,1280,16,365,17.0
17011,32936,213,228,1601,34978,17,34978,32937,212,228,1601,17.0
17013,5032,7,12,38,5089,17,5089,5032,7,12,38,17.0
17015,14907,124,53,305,15389,17,15387,14906,123,53,305,17.0
17017,11769,419,44,1410,13642,17,13642,11769,419,44,1410,17.0
17019,147600,24946,17970,10566,201082,17,201081,147600,24946,17969,10566,17.0
17021,33609,496,170,528,34803,17,34800,33610,495,167,528,17.0
17023,16027,48,55,206,16336,17,16335,16027,48,55,205,17.0
17025,13500,48,63,207,13818,17,13815,13499,47,63,206,17.0
17027,35284,1338,167,973,37762,17,37762,35284,1338,167,973,17.0
17029,50029,2067,531,1246,53873,17,53873,50029,2067,531,1246,17.0
17031,2877221,1287776,322679,707030,5194706,17,5194675,2877212,1287767,322672,707024,17.0
17033,18381,934,103,399,19817,17,19817,18381,934,103,399,17.0
17035,10856,39,27,127,11049,17,11048,10856,38,27,127,17.0
17037,89453,6732,2438,6537,105160,17,105160,89453,6732,2438,6537,17.0
17039,16035,87,60,378,16560,17,16561,16035,87,60,379,17.0
17041,19112,58,83,727,19980,17,19980,19113,58,83,726,17.0
17043,714140,42347,92304,68136,916927,17,916924,714140,42346,92304,68134,17.0
17045,18268,64,34,211,18577,17,18576,18268,64,33,211,17.0
17047,6584,30,22,85,6721,17,6721,6584,30,22,85,17.0
17049,33429,79,147,587,34242,17,34242,33429,79,147,587,17.0
17051,20751,980,52,359,22142,17,22140,20750,980,51,359,17.0
17053,13677,85,37,282,14081,17,14081,13677,85,37,282,17.0
17055,38641,124,125,677,39567,17,39561,38641,123,124,673,17.0
17057,34627,1269,113,1063,37072,17,37069,34625,1269,112,1063,17.0
17059,5474,12,5,99,5590,17,5589,5473,12,5,99,17.0
17061,13588,119,16,164,13887,17,13886,13588,119,16,163,17.0
17063,46935,605,327,2198,50065,17,50063,46933,605,327,2198,17.0
17065,8304,31,21,102,8458,17,8457,8305,31,19,102,17.0
17067,18723,52,46,283,19104,17,19104,18723,52,46,283,17.0
17069,4205,13,22,80,4320,17,4320,4205,13,22,80,17.0
17071,7198,15,15,103,7331,17,7331,7198,15,15,103,17.0
17073,47845,796,191,1653,50485,17,50486,47846,796,191,1653,17.0
17075,28155,233,103,1227,29718,17,29718,28155,233,103,1227,17.0
17077,46874,8590,1910,2844,60218,17,60218,46875,8589,1910,2844,17.0
17079,9564,11,24,99,9698,17,9698,9564,11,24,99,17.0
17081,34317,3251,247,1015,38830,17,38827,34315,3251,246,1015,17.0
17083,22431,93,77,384,22985,17,22985,22431,93,77,384,17.0
17085,22046,107,72,453,22678,17,22678,22046,107,72,453,17.0
17087,11197,1006,22,358,12583,17,12582,11197,1006,22,357,17.0
17089,384548,29422,17896,83405,515271,17,515269,384548,29422,17895,83404,17.0
17091,87987,17188,1052,7224,113451,17,113449,87986,17187,1052,7224,17.0
17093,95891,6585,3467,8793,114736,17,114736,95891,6585,3467,8793,17.0
17095,46330,3810,338,2442,52920,17,52919,46329,3810,338,2442,17.0
17097,528207,49034,44360,81867,703468,17,703462,528204,49033,44358,81867,17.0
17099,106187,2187,763,4790,113927,17,113924,106187,2186,762,4789,17.0
17101,14696,1608,38,491,16833,17,16833,14696,1608,38,491,17.0
17103,32745,1734,246,1305,36030,17,36031,32745,1735,246,1305,17.0
17105,35751,1916,200,1084,38951,17,38950,35752,1915,199,1084,17.0
17107,27008,2285,185,828,30306,17,30305,27008,2285,184,828,17.0
17109,29476,1642,580,914,32612,17,32612,29476,1642,580,914,17.0
17111,278257,3283,7808,19414,308762,17,308760,278257,3283,7807,19413,17.0
17113,142940,12426,7226,6980,169572,17,169572,142940,12426,7227,6979,17.0
17115,87856,18027,1118,3768,110769,17,110768,87855,18027,1118,3768,17.0
17117,46597,359,130,681,47767,17,47765,46596,359,129,681,17.0
17119,237642,21238,2254,8154,269288,17,269282,237641,21235,2254,8152,17.0
17121,36736,1558,224,922,39440,17,39437,36734,1557,224,922,17.0
17123,12271,44,46,280,12641,17,12640,12271,44,45,280,17.0
17125,14382,55,40,190,14667,17,14666,14382,54,40,190,17.0
17127,14033,904,42,451,15430,17,15429,14033,904,42,450,17.0
17129,12383,76,30,216,12705,17,12705,12383,76,30,216,17.0
17131,16153,47,52,182,16434,17,16434,16153,47,52,182,17.0
17133,32287,69,144,457,32957,17,32957,32287,69,144,457,17.0
17135,28632,953,111,409,30105,17,30104,28632,952,111,409,17.0
17137,32322,2122,168,936,35548,17,35547,32321,2122,168,936,17.0
17139,14622,41,32,152,14847,17,14846,14622,41,31,152,17.0
17141,49869,483,250,2897,53499,17,53497,49867,483,250,2897,17.0
17143,138800,33030,5860,8807,186497,17,186494,138800,33030,5856,8808,17.0
17145,19656,1866,87,741,22350,17,22350,19656,1866,87,741,17.0
17147,16393,59,51,227,16730,17,16729,16393,58,51,227,17.0
17149,15928,277,38,189,16432,17,16430,15928,275,38,189,17.0
17151,4098,269,11,92,4470,17,4470,4098,269,11,92,17.0
17153,3965,1994,15,189,6163,17,6161,3965,1994,13,189,17.0
17155,5803,32,13,158,6006,17,6006,5803,32,13,158,17.0
17157,29318,3263,104,791,33476,17,33476,29318,3263,104,791,17.0
17159,15794,78,119,241,16232,17,16233,15795,78,119,241,17.0
17161,120382,13289,2419,11457,147547,17,147546,120382,13289,2419,11456,17.0
17163,174458,82305,3276,10021,270060,17,270056,174458,82302,3276,10020,17.0
17165,23178,995,101,639,24913,17,24913,23178,995,101,639,17.0
17167,165103,23335,3221,5808,197467,17,197465,165103,23335,3220,5807,17.0
17169,7205,243,9,87,7544,17,7544,7205,243,9,87,17.0
17171,5279,9,12,55,5355,17,5355,5279,9,12,55,17.0
17173,22046,51,56,213,22366,17,22363,22045,50,56,212,17.0
17175,5856,28,19,92,5995,17,5994,5855,28,19,92,17.0
17177,41290,4275,297,1848,47710,17,47711,41291,4275,297,1848,17.0
17179,130225,1375,999,2796,135395,17,135394,130225,1374,999,2796,17.0
17181,16880,157,54,718,17809,17,17808,16880,156,54,718,17.0
17183,67325,10571,564,3167,81627,17,81625,67323,10571,564,3167,17.0
17185,11576,77,70,224,11947,17,11947,11576,77,70,224,17.0
17187,16165,303,94,1145,17707,17,17707,16165,303,94,1145,17.0
17189,14376,101,42,198,14717,17,14716,14376,101,42,197,17.0
17191,16428,42,71,220,16761,17,16760,16427,42,71,220,17.0
17193,14392,56,31,185,14664,17,14665,14393,56,31,185,17.0
17195,53923,781,276,3519,58499,17,58498,53923,781,276,3518,17.0
17197,514664,75744,30834,56319,677561,17,677560,514664,75743,30833,56320,17.0
17199,61542,2539,561,1714,66356,17,66357,61542,2540,561,1714,17.0
17201,228652,36109,6811,23696,295268,17,295266,228652,36108,6810,23696,17.0
17203,37643,187,213,621,38664,17,38664,37643,187,213,621,17.0
